CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U45201GA2022PTC015677,OCEANIQ BUILDINFRA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-12-16,"HOUSE NO 411/2   SATICHEBHAT,BICHOLIM,North Goa,Goa,403505-India",Unlisted,Active,goa,Indian,45201,Construction
U55209GA2017PTC013286,AMIGOZGRILL FOODS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,10000.00,2017-07-17,"Flat No - D - 6,   Landscape City Alto Porvorim, Mapusaa,Goa,North Goa,Goa,403521-India",Unlisted,Strike Off,goa,Indian,55209,Trading
U55209GA2019PTC014218,MOZARTZ HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2019-12-27,"LORD OF THE DRINKS, SURVEY NO.52/5 AND 8, 124 10/2,FORT AGUADA ROAD,Bardez,North Goa,Goa,403515-India",Unlisted,Active,goa,Indian,55209,Trading
U55209GA2021PTC014770,KELUS SATORI HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,217450.00,2021-04-12,"House No. 408, Betim-Pomburpa Rd,,Gangoz wado,Bardez,North Goa,Goa,403101-India",Unlisted,Active,goa,Indian,55209,Trading
U55209GA2022PTC015601,INNAH COCOA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,450020.00,2022-11-09,"H.No. 1522/1, Pequen, Chivar,   Mapusa B,,Anjuna,North Goa,Goa,403513-India",Unlisted,Active,goa,Indian,55209,Trading
U55901GA2025PTC017007,SRMRF PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,10000.00,2025-01-07,"C/O MOHAMMAD KHAWAJA,,NR KT.C. BUS STAND SHAPUR,Ponda,North Goa,Goa,403401-India",Unlisted,Active,goa,Indian,55901,"Transport, storage and Communications"
U56100GA2024PTC016981,TAVORA RESTAURANTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2024-12-17,"Shed No. 107, Gera's,Imperium Grand, Patto,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,56100,"Transport, storage and Communications"
U56290GA2025PTC017108,PROBE LINE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,20000.00,2025-02-24,"H.No.174, Deulwada, Near,Parsekar saw mill, Harmal,Bardez,North Goa,Goa,403524-India",Unlisted,Active,goa,Indian,56290,"Transport, storage and Communications"
U56301GA2024PTC016487,INIKHOVS RESTAURANTS AND RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2024-03-27,"H. No. 127,Deulwada, Mandrem,Bardez,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,56301,"Transport, storage and Communications"
U60221GA2019PTC016800,VILLTRANS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000000.00,51500000.00,2019-12-13,"Shed No.2, Mandovi Paints,,Behind Telco Garage, Fatorda,Salcete,South Goa,Goa,403602-India",Unlisted,Active,goa,Indian,60221,"Transport, storage and Communications"
U60231GA2010PTC006480,SMART CARGO MOVERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2010-09-02,"SHOP NO. G-1 & G-2   SAHAKARI SADAN, MESTWADA, CURTI,PONDA,North Goa,Goa,403401-India",Unlisted,Active,goa,Indian,60231,"Transport, storage and Communications"
U61104GA2025PTC017163,FASTEDGE BROADBAND SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2025-03-19,"H. NO. 47/A, KONADI,Pernem,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,61104,Business Services
U61200GA2009PTC006238,PARADISE INLAND SHIPPING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,50000000.00,48283400.00,2009-12-09,"1ST FLOOR, HEERA NIKETAN,   ABOVE KAVERI BOOK STALL, COMBA,MARGAO,Goa,403601-India",Unlisted,Active,goa,Indian,61200,"Transport, storage and Communications"
U62010GA2025PTC017089,TEKRUNNER SOFTWARE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,2000.00,2025-02-18,"Office No 535 PATTO PLAZA,GERA'S IMPERIUM STAR,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,62010,Business Services
U62011GA2025PTC017285,TOCOROYO SOCIAL TECHNOLOGY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2025-05-01,"H N 456/4, Gr Fl,Dongorim,Nr. Convent School,Salcete,South Goa,Goa,403707-India",Unlisted,Active,goa,Indian,62011,Business Services
U62013GA2024OPC016894,INFERNO SOLSTICE (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2024-11-04,"Office No. 506 5th Floor,Raghunath EsquirePajifond,Salcette,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,62013,Business Services
U62013GA2024PTC016928,IGIDA JOI PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2024-11-19,"H.NO567/7 GF VILLNO7,ALLURRE ASSAGAO,Bardez,North Goa,Goa,403513-India",Unlisted,Active,goa,Indian,62013,Business Services
U45309GA2018PTC013496,VOLTON BUILDCON PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,600000.00,2018-03-20,"H NO 352   POST WADA WADAKADE,HONDA SATTARI,North Goa,Goa,403506-India",Unlisted,Active,goa,Indian,45309,Construction
U45309GA2021PTC014674,SHALUM PROJECT INTERNATIONAL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2021-02-06,"HOUSE NO. 316/1(FF1), FIRST FLOOR   LEOLYN HOMES, CARREM,SOCORRO,North Goa,Goa,403501-India",Unlisted,Active,goa,Indian,45309,Construction
U45400GA2019PTC013962,INNOVISTA REAL ESTATE DEVELOPERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,150000.00,2019-05-17,"C/o. SHASHIKANT N. KORGAOKAR   H. NO. 664, PETICHAWADA, KORGAO,MAPUSA,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,45400,Construction
U86909GA2024PTC016814,MAHAVIDYAS CORPORATE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,17350.00,2024-09-19,"S-10, Rajwado,,Bardez,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,86909,"Community, personal and Social Services"
U88900GA2025NPL017257,NESTOFINDIA ARTIST SOCIAL WELFARE FOUNDATION,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2025-04-20,"House no 71 Bhandarwada,paliem,Bardez,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,88900,"Community, personal and Social Services"
U90009GA2024OPC016414,REYNOLD WEDDINGS (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2024-02-11,"Plot No 11-4,Phase 1-A  IND Estate Nagoa Verna,Salcete,South Goa,Goa,403722-India",Unlisted,Active,goa,Indian,90009,"Community, personal and Social Services"
U92009GA2024PTC016489,PURPLE FOX LEISURE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2024-03-28,"OFFICE NO. 401, GERA IMPERIUM,PATTO PLAZA, PANAJI,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,92009,"Community, personal and Social Services"
U92140GA2008PTC005871,GOAN CARNIVAL AND LEISURE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2008-08-21,"SALGAOAR CENTRE, E4, MURGAON ESTATE   OFF AIRPORT ROAD,CHICALIM,South Goa,Goa,403711-India",Unlisted,Active,goa,Indian,92140,"Community, personal and Social Services"
U92142GA2005PTC003991,GATTO ART DESIGNS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2005-04-19,"H. NO  397/1 MARDUNGO VADDO   ASSAGAO  BARDEZ,GOA,Goa,403507-India",Unlisted,Under process of striking off,goa,Indian,92142,"Community, personal and Social Services"
U92412GA2006PTC004863,YAKA WATERSPORTS (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-10-20,"HOUSE NO. 834, PATNEM,,CANACONA,Goa,403702-India",Unlisted,Strike Off,goa,Indian,92412,"Community, personal and Social Services"
U85100GA2020PTC014609,PERFORMANCE FITNESS AND LIFESTYLE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,10000000.00,2020-12-11,"N-66, Phase IV, Verna Industrial Estate,Salcete,South Goa,Goa,403722-India",Unlisted,Active,goa,Indian,85100,"Community, personal and Social Services"
U85191GA2001PTC003009,ILOVEDA THERAPIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,120000.00,100000.00,2001-08-01,"HOUSE NO 92 OLAULIMPOMBURPA   P O CARONA,GOA,Goa,403523-India",Unlisted,Strike Off,goa,Indian,85191,"Community, personal and Social Services"
U85193GA2006PTC004391,PEACOCK HEALTH CENTER PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2006-02-02,"207/1 SHETTY BHATNEAR SHANKAR TEMPLE   MAINA SURYA SIOLIM   BARDEZ,GOA,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,85193,"Community, personal and Social Services"
U19122GA2003PTC003290,SWAYAMBU SANDAL MAKER PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2003-09-15,"HOUSE NO 230ZHOR   ANJUNA,GOA,Goa,403509-India",Unlisted,Under process of striking off,goa,Indian,19122,Manufacturing (Leather and products thereof)
U51420GA1990PTC001039,GEOMIN SALES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,840000.00,1990-04-11,"5B, BRINDAVAN SOCIETY,   V.N. NAIK ROAD, FATORDA, MARGAO,,MARGAO,South Goa,Goa,403602-India",Unlisted,Active,goa,Indian,51420,Trading
U51900GA2013PTC007155,RESURGENT VENTURES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-01-15,"3,FIRST FLOOR,GOMES BLDG,CAETANO DE ALBUQUERQUE RD   OPP HOTEL DELMON, PANJIM TISWADI GOA,PANAJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,51900,Trading
U51900GA2020PTC014350,CHITRAKOSHA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,90000.00,10000.00,2020-05-24,"OFF. NO-5, 1ST FLOOR D BLDG   APNA BAZAR,MARGAO,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,51900,Trading
U72900GA2002PTC003114,DIGINERVE NETWORKS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,0.00,2002-07-05,"B/S-11, 2ND FLOOR,CAMPAL TRADE CENTER,   OPP. KALA ACADEMY,,CAMPAL, PANAJI, GOA 403 001.,Goa,000000-India",Unlisted,Strike Off,goa,Indian,72900,Business Services
U72900GA2008PTC005748,JAMSONS COMPUTERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2008-05-07,"SHOP 1, BLOCK H, MADHUBAN SHOPING AND RESI COMPLEX   ST. INEZ, PANAJI GOA,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2010PTC006430,ENDURE TECHNOLOGY SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2010-06-30,"1st Floor, Montezinha Building,   Near Kamat Hotel, Old Market,,Margao,Goa,403601-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2016PTC012929,WATCHER TECHNO SECURITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,500000.00,2016-07-01,"H NO 1137, CAMRAL,CURCHOREM,North Goa,Goa,403706-India",Unlisted,Strike Off,goa,Indian,72900,Business Services
U72900GA2017PTC013381,DIGICOM COMPUTER EDUCATION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,50000.00,50000.00,2017-10-24,"3RD FLOOR   DURGA APPTS,MARGAO,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2018PTC013482,TECHTIKO IT SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-03-08,"Office No. A-201, 202, 2nd Floor, Street No.   Asian Pinnacle, Behind Bank of India,,Fatorda,South Goa,Goa,403602-India",Unlisted,Strike Off,goa,Indian,72900,Business Services
U72900GA2021OPC014949,SCALEDAPP SOLUTIONS (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,1000000.00,100000.00,2021-09-11,"VILLA NO 1, ADITYA VILLAS   HOUSING BOARD COLONY,MAPUSA,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2021PTC014680,COGNICUE ANALYTICS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,89050.00,2021-02-09,"HOUSE NO 203, Magnolia   Socorro Porvorim Bardez,Goa,North Goa,Goa,403501-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2021PTC014946,SPYKE SOCIAL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2021-09-10,"SO-41, Block B, Baboy Commerce Centre   Malbhat, Margao, Salcete,Margao,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,72900,Business Services
U72900GA2022PTC015689,MAAGO DATA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,10000.00,2022-12-22,"HOUSE NO. KB-10(1), FLAT 102, BLOCK 30,   MILROC KADAMBA OLD GOA,,PANJIM,North Goa,Goa,403402-India",Unlisted,Active,goa,Indian,72900,Business Services
U24116GA1990PTC001082,MADGAVKAR POLYCRIL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5000000.00,1500000.00,1990-09-28,"5TH FLOOR, NIZARI BHAVANMENEZES BRAGANZA ROAD   PANAJI,GOA,Goa,403001-India",Unlisted,Strike Off,goa,Indian,24116,"Manufacturing (Metals and Chemicals, and products thereof)"
U24231GA2001PTC002981,SHWARDE LABS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,200000.00,100000.00,2001-05-14,"SECOND FLOORDR. MALBARAO BUILDING   RUA ISMAIL GRACIAS NEAR NAV,HIND TIMES  PANAJI GOA,Goa,403001-India",Unlisted,Strike Off,goa,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U51909GA1993PTC001429,SALDANHA TRADES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,1993-09-03,"302, MATHIAS PLAZA,18TH JUNE ROAD,   PANAJI,,NA,Goa,403001-India",Unlisted,Under process of striking off,goa,Indian,51909,Trading
U51909GA2010PTC006428,CARAVANSERAI EXPORTS (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2010-06-29,"H. No. 545, Mendonca Vaddo,   Vagator, Anjuna, Bardez,Anjuna,Goa,403509-India",Unlisted,Strike Off,goa,Indian,51909,Trading
U51909GA2020PTC014347,LYDIA WAREHOUSE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2020-05-21,"NO 6 UG2, KAMAT KINARA,   MIRAMAR,PANAJI,North Goa,Goa,403002-India",Unlisted,Active,goa,Indian,51909,Trading
U70101GA1990PTC001030,RISHIKESH REAL ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,1990-03-06,"SALGAOCAR HOUSE   VASCO DA GAMA,VASCO,Goa,403802-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA1995PTC002001,ALDEIA BRANCA MANAGEMENT SERVICES AND ASSOCIATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,105000.00,1995-12-29,"2ND FLOOR  BELA VISTA APTSLOIES MIRANDA ROAD   MARGAO,GOA,Goa,403601-India",Unlisted,Under process of striking off,goa,Indian,70101,Real Estate and Renting
U70101GA1999PTC002761,GANARAJ REAL ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,1999-11-09,"SALGAOCAR HOUSE,. F.L.GOMES ROAD,   VASCO DA GAMA,,GOA,Goa,403802-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA2001PTC003049,SAN NAIK DEVELOPERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,500000.00,2001-11-22,"TIRTHROOPA, A.N.NAIK ROADAQUEM   ALTO MARGAO,GOA,Goa,403601-India",Unlisted,Under process of striking off,goa,Indian,70101,Real Estate and Renting
U70101GA2004PTC003674,TROPICAL ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2004-11-18,"5/A/UG-1, MAISON TROPICAL,   COLCONDEM CANCA, ANJUNA ROAD,VERLA, PARR,A, BARDEZ,CANCA,North Goa,Goa,403510-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA2005PTC003930,FREEDOM PROPERTIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2005-03-22,"BELLA VISTA, SANGOLDA   H NO.250, BARDEZ,SALIGAO,Goa,403531-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70101GA2007PTC005248,GOA ACCOMODATION AND PROPERTY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,0.00,2007-04-19,"5,PLAZA MARIA LILIA,BEHIND ST.ALEX CHURCH   NAIKA VADDO,CALANGUTE,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,70101,Real Estate and Renting
U70101GA2010PTC006532,SHREE MANGESH REALTY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,300000.00,2010-11-26,"DELTA CENTRE, H. NO. 850   OFF. N. H. 17,BARDEZ,PORVORIM,Goa,403521-India",Unlisted,Amalgamated,goa,Indian,70101,Real Estate and Renting
U70101GA2011PTC006759,RESURGE REALTY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-08-09,"3, GOMES BUILDING, I ST FLOOR   OPP HOTEL DELMON, PANAJI GOA,PANAJI,Goa,403001-India",Unlisted,Strike Off,goa,Indian,70101,Real Estate and Renting
U70101GA2011PTC006806,GOA DOURADA PROPERTIES AND HOLDINGS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2011-10-03,"F-11 LA MARVEL COLONY   DONAPAULA,GOA,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,70101,Real Estate and Renting
U70101GA2012PTC006857,GOA DOURADA REALTY AND HOLDINGS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2012-01-13,"F-11 LA MARVEL COLONY   DONAPAULA,GOA,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,70101,Real Estate and Renting
U70101GA2020PTC016460,SHANTA INFRATECH PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2020-06-01,"Tourist Facilitation Centre, Santa Monica Jetty,Avenida Dom Joao de Castro, Patto Colony,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,70101,Real Estate and Renting
U70102GA2006PTC004904,TROPICAL HOMES REAL ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2006-11-27,"B2/T1   PALMARINHA, PORBAWADDO,CALANGUTE,Goa,403516-India",Unlisted,Strike Off,goa,Indian,70102,Real Estate and Renting
U85300GA2021NPL014994,INWPF CHILD & WOMEN WELFARE ASSOCIATION,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2021-10-17,"HOUSE NO 231/8/6 SANTARBHAT   DIVAR PANJIM,GOA,North Goa,Goa,403403-India",Unlisted,Active,goa,Indian,85300,"Community, personal and Social Services"
U85300GA2022NPL015423,SAVALI SECOND CHILD HOOD FEDERATION,ROC Goa,Company limited by shares,Non-government company,Private,50000.00,50000.00,2022-07-28,"H NO. SY. NO. 16/27 GRAND PEDDEM, ANJUNA   BARDEZ,MAPUSA,North Goa,Goa,403509-India",Unlisted,Active,goa,Indian,85300,"Community, personal and Social Services"
U85410GA2024NPL016972,GOA PICKLEBALL ASSOCIATION,ROC Goa,Company limited by guarantee,Non-government company,Private,0.00,0.00,2024-12-11,"HOUSE NO VILLA NO (E),PINTO ROSARIO SQUARE,Bardez,North Goa,Goa,403501-India",Unlisted,Active,goa,Indian,85410,"Community, personal and Social Services"
U85410GA2025PTC017085,SASSON EDUCATION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2025-02-17,"c/o Soiru Komarpant,Canacona Muncipal Chaudi,Canacona,South Goa,Goa,403702-India",Unlisted,Active,goa,Indian,85410,"Community, personal and Social Services"
